HoleSection,M_Depth,RateofPenetration,WeightonBit,Rotation,Torque,StandpipePressure,FlowIn,FlowOut,PumpStroke,MudWeight,FunnelViscosity,PlasticViscosity,YieldPoint,Gel_Strength10sec,Gel_Strength10min,Solid,LossesSeverity
12.25,1632,8.232,6.0786,107.27,1.76,849.7,412.1052,54.7,79.99,68.0,40,6,9,2,3,7,Severe Loss
12.25,1709,5.010000000000001,8.067400000000001,99.44,1.5,1203.5,512.4898000000001,61.16,98.26,68.0,40,7,11,3,5,7,Severe Loss
6.125,3353,3.4285714285714284,11.8,40.0,3.9,1739.0,203.0,24.66,45.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1697,4.524,9.0684,95.03,2.23,1152.75,504.5647,61.59,96.66,68.0,40,7,11,3,5,7,Severe Loss
6.125,3425,4.580152671755726,6.9,39.0,4.3,1823.0,215.0,55.47,48.0,75.0,43,16,17,3,4,12,Severe Loss
12.25,1686,4.032,8.1064,102.8,1.67,1180.3,499.3036,52.2,95.92,68.0,40,7,11,3,5,7,Severe Loss
6.125,3372,8.0,7.7,33.0,4.2,1891.0,206.0,67.19,46.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1687,6.426,9.6844,92.81,1.6,1180.3000000000002,499.2813,45.34,95.99,68.0,40,7,11,3,5,7,Severe Loss
12.25,1699,6.534,7.7946,97.33,1.64,1151.3,501.923,48.76,95.87,68.0,40,7,11,3,5,7,Severe Loss
12.25,1647,6.3420000000000005,8.1136,95.58,3.48,1207.85,512.4898000000001,48.16,99.73,68.0,40,6,9,2,3,7,Severe Loss
12.25,1730,8.823529411764707,8.7,124.0,4.3,757.0,560.0,36.64,107.0,72.0,44,12,18,3,4,13,Severe Loss
6.125,3360,3.5928143712574854,9.1,40.0,4.0,1799.0,204.0,25.43,46.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1754,9.67741935483871,5.4,119.0,4.5,704.0,553.0,35.22,106.0,72.0,44,12,18,3,4,13,Severe Loss
12.25,1656,4.752000000000001,7.042199999999999,110.46,1.54,1102.0,493.9979000000001,47.78,94.79,68.0,40,7,11,3,5,7,Severe Loss
12.25,1711,8.064,6.3558,99.91,1.47,1200.6,515.1315000000001,60.65,99.86,68.0,40,7,11,3,5,7,Severe Loss
6.125,3373,12.5,6.1,33.0,4.3,1876.0,206.0,68.37,46.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3417,5.128205128205129,3.0,38.0,4.3,1879.0,214.0,48.34,48.0,75.0,43,16,17,3,4,12,Severe Loss
12.25,1615,14.106,13.464,79.9,3.83,549.55,356.62950000000006,54.55,68.63,68.0,40,6,9,2,3,7,Severe Loss
12.25,1624,4.602,21.7822,117.79,3.68,31.9,195.4858,50.63,33.5,68.0,32,6,4,3,4,6,Severe Loss
6.125,3394,2.7149321266968323,9.6,36.0,4.0,1821.0,211.0,54.02,47.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3425,4.580152671755726,6.9,39.0,4.3,1823.0,215.0,55.47,48.0,75.0,43,16,17,3,4,12,Severe Loss
6.125,3425,4.580152671755726,6.9,39.0,4.3,1823.0,215.0,55.47,48.0,75.0,43,16,17,3,4,12,Severe Loss
6.125,3385,6.382978723404255,8.6,31.0,4.1,1853.0,201.0,54.92,45.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3349,5.217391304347826,10.1,41.0,3.9,1586.0,236.0,24.78,53.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1746,30.0,5.6,128.0,4.6,711.0,554.0,35.17,106.0,72.0,44,12,18,3,4,13,Severe Loss
6.125,3352,2.926829268292683,11.4,41.0,3.8,1702.0,204.0,24.66,46.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3360,3.5928143712574854,9.1,40.0,4.0,1799.0,204.0,25.43,46.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1624,4.602,21.7822,117.79,3.68,31.9,195.4858,50.63,33.5,68.0,32,6,4,3,4,6,Severe Loss
12.25,1723,4.608,8.8682,105.19,1.64,1245.55,491.35620000000006,51.76,92.75,68.0,40,7,11,3,5,7,Severe Loss
6.125,3411,8.108108108108107,9.9,39.0,4.2,1851.0,216.0,47.97,48.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1654,10.794,8.008,90.44,3.03,1119.3999999999999,493.9979000000001,47.1,94.31,68.0,40,7,11,3,5,7,Severe Loss
12.25,1702,5.172,8.3754,93.75,1.88,1148.4,501.923,49.05,94.93,68.0,40,7,11,3,5,7,Severe Loss
12.25,1595,33.87,5.8256000000000006,104.78,2.84,1561.65,604.9493,86.6,109.68,68.0,32,6,4,2,3,6,Severe Loss
6.125,3391,3.947368421052632,10.9,32.0,4.0,1868.0,208.0,55.0,46.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1760,5.607476635514019,2.2,103.0,2.6,1311.0,572.0,54.8,109.0,72.0,45,14,19,4,6,15,Severe Loss
6.125,3386,3.8461538461538463,9.6,32.0,4.0,1779.0,203.0,53.28,45.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1730,8.823529411764707,8.7,124.0,4.3,757.0,560.0,36.64,107.0,72.0,44,12,18,3,4,13,Severe Loss
12.25,1502,6.315789473684211,13.9,84.0,3.5,1076.0,607.0,57.75,116.0,68.0,41,12,13,3,5,7,Severe Loss
6.125,3381,8.823529411764707,6.4,29.0,4.3,1965.0,205.0,52.58,46.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3398,4.225352112676057,7.2,44.0,3.9,1883.0,215.0,64.22,48.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1676,10.638000000000002,10.241,106.48,1.53,690.1999999999999,393.61330000000004,46.1,76.31,68.0,40,7,11,3,5,7,Severe Loss
12.25,1631,9.312000000000001,8.2214,106.99,1.75,846.8,412.1052,55.17,79.99,68.0,40,6,9,2,3,7,Severe Loss
12.25,1679,5.058,12.5488,107.84,1.5,801.85,396.255,51.15,76.31,68.0,40,7,11,3,5,7,Severe Loss
12.25,1695,5.022,8.5426,96.4,1.68,1180.3000000000002,504.5647,49.79,96.66,68.0,40,7,11,3,5,7,Severe Loss
12.25,1648,4.494,3.201,91.99,3.41,1133.7,500.2874,47.29,94.79,68.0,40,6,9,2,3,7,Severe Loss
6.125,3413,3.614457831325301,0.3,39.0,4.1,1837.0,215.0,49.64,48.0,75.0,43,16,17,3,4,12,Severe Loss
6.125,3413,3.614457831325301,0.3,39.0,4.1,1837.0,215.0,49.64,48.0,75.0,43,16,17,3,4,12,Severe Loss
12.25,1628,19.41,16.9708,110.26,3.53,31.9,190.2024,46.31,33.38,68.0,32,6,4,3,4,6,Severe Loss
12.25,1610,2.9939999999999998,14.335199999999999,75.86,2.77,197.20000000000002,274.7368,55.3,53.73,68.0,40,6,9,2,3,7,Severe Loss
12.25,1704,5.159999999999999,7.2732,99.34,1.47,1144.05,501.923,49.07,95.99,68.0,40,7,11,3,5,7,Severe Loss
12.25,1667,6.624,10.2396,106.86,1.77,910.3,444.17,46.54,94.76,68.0,40,7,11,3,5,7,Severe Loss
6.125,3406,6.451612903225806,10.3,40.0,4.2,1919.0,211.0,45.36,47.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3404,2.857142857142857,7.2,40.0,4.0,1836.0,214.0,65.23,48.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1745,26.086956521739133,5.9,125.0,4.8,734.0,553.0,35.15,106.0,72.0,44,12,18,3,4,13,Severe Loss
12.25,1713,4.8660000000000005,5.5024,101.02,1.2,1195.55,515.6133,51.63,97.43,68.0,40,7,11,3,5,7,Severe Loss
12.25,1736,9.375,7.4,126.0,4.4,757.0,557.0,34.52,107.0,72.0,44,12,18,3,4,13,Severe Loss
12.25,1714,6.0840000000000005,5.5792,105.35,1.44,1177.3999999999999,507.20640000000003,54.98,98.26,68.0,40,7,11,3,5,7,Severe Loss
12.25,1671,3.846,11.3674,100.03,1.48,722.1,401.5384,46.23,76.31,68.0,40,7,11,3,5,7,Severe Loss
6.125,3401,8.333333333333334,7.9,44.0,3.9,1871.0,212.0,36.07,47.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3405,3.870967741935484,9.9,41.0,4.0,1851.0,214.0,60.02,48.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3384,6.0,2.6,33.0,3.8,1845.0,201.0,53.69,45.0,75.0,44,16,18,3,4,12,Severe Loss
17.5,1508,5.660377358490567,28.2,107.0,5.2,1071.0,192.0,17.56,32.0,75.0,36,17,17,10,12,18,Severe Loss
12.25,1742,6.0,5.6,124.0,4.4,710.0,557.0,35.31,107.0,72.0,44,12,18,3,4,13,Severe Loss
12.25,1619,1.206,7.7066,62.91,1.41,440.8,280.02020000000005,56.68,69.33,68.0,40,6,9,2,3,7,Severe Loss
12.25,1693,3.84,7.9314,90.12,1.69,1164.05,501.5384,48.59,95.87,68.0,40,7,11,3,5,7,Severe Loss
12.25,1690,5.076,8.5756,87.88,1.87,1180.3000000000002,499.2813,49.54,94.93,68.0,40,7,11,3,5,7,Severe Loss
12.25,1645,4.878,3.4804,74.09,1.2,909.15,433.2388,48.13,94.79,68.0,40,6,9,2,3,7,Severe Loss
6.125,3423,5.0,5.4,38.0,4.3,1826.0,216.0,54.7,48.0,75.0,43,16,17,3,4,12,Severe Loss
6.125,3338,4.838709677419355,8.3,40.0,3.9,1377.0,165.0,32.81,37.0,75.0,43,15,18,3,4,12,Severe Loss
12.25,1640,8.16,9.0508,107.27,1.96,858.4,451.7307,50.02,86.66,68.0,40,6,9,2,3,7,Severe Loss
12.25,1670,5.586,10.7272,101.38,1.83,951.1999999999999,462.2975,47.15,88.26,68.0,40,7,11,3,5,7,Severe Loss
12.25,1658,3.846,8.1642,105.51,1.77,1107.8,491.35620000000006,47.53,94.19,68.0,40,7,11,3,5,7,Severe Loss
12.25,1626,6.7860000000000005,2.0789999999999997,55.64,0.92,411.79999999999995,295.8704,53.1,74.87,68.0,40,6,9,2,3,7,Severe Loss
12.25,1616,12.648,15.708000000000002,78.47,4.03,552.45,356.62950000000006,54.71,68.63,68.0,40,6,9,2,3,7,Severe Loss
12.25,1606,3.432,15.193200000000001,81.13,2.1,208.79999999999998,269.45340000000004,73.13,51.19,68.0,40,6,9,2,3,7,Severe Loss
17.5,1505,3.1914893617021276,33.3,107.0,4.9,675.0,161.0,23.87,27.0,75.0,36,17,17,10,12,18,Severe Loss
12.25,1720,10.254,9.110199999999999,101.9,1.93,1213.6499999999999,515.1315000000001,49.59,98.75,68.0,40,7,11,3,5,7,Severe Loss
12.25,1668,5.045999999999999,7.255599999999999,107.08,1.5,1100.55,491.35620000000006,47.56,95.87,68.0,40,7,11,3,5,7,Severe Loss
12.25,1756,12.244897959183673,10.9,117.0,5.3,738.0,538.0,35.22,103.0,72.0,44,12,18,3,4,13,Severe Loss
12.25,1664,2.616,8.1004,105.12,1.57,906.25,446.44730000000004,46.99,86.66,68.0,40,7,11,3,5,7,Severe Loss
12.25,1612,9.192,11.6248,79.21,3.54,356.7,290.58700000000005,55.11,56.15,68.0,40,6,9,2,3,7,Severe Loss
12.25,1684,4.656000000000001,9.086,102.61,1.42,827.95,404.18010000000004,53.1,76.79,68.0,40,7,11,3,5,7,Severe Loss
12.25,1704,5.159999999999999,7.2732,99.34,1.47,1144.05,501.923,49.07,95.99,68.0,40,7,11,3,5,7,Severe Loss
12.25,1668,5.045999999999999,7.255599999999999,107.08,1.5,1100.55,491.35620000000006,47.56,95.87,68.0,40,7,11,3,5,7,Severe Loss
12.25,1737,9.836065573770492,8.6,109.0,4.1,755.0,555.0,34.52,106.0,72.0,44,12,18,3,4,13,Severe Loss
12.25,1751,16.216216216216214,5.1,125.0,4.3,710.0,554.0,35.17,106.0,72.0,44,12,18,3,4,13,Severe Loss
12.25,1626,22.871999999999996,19.9936,111.16,3.83,40.6,203.41090000000003,51.25,45.5,68.0,32,6,4,3,4,6,Severe Loss
12.25,1677,3.6119999999999997,10.6212,106.44,1.81,690.65,394.8866,49.18,76.31,68.0,40,7,11,3,5,7,Severe Loss
12.25,1679,5.058,12.5488,107.84,1.5,801.85,396.255,51.15,76.31,68.0,40,7,11,3,5,7,Severe Loss
12.25,1625,5.052,8.745,83.14,2.67,520.55,377.7631,57.27,72.79,68.0,40,6,9,2,3,7,Severe Loss
12.25,1595,33.87,5.8256000000000006,104.78,2.84,1561.65,604.9493,86.6,109.68,68.0,32,6,4,2,3,6,Severe Loss
12.25,1693,3.84,7.9314,90.12,1.69,1164.05,501.5384,48.59,95.87,68.0,40,7,11,3,5,7,Severe Loss
12.25,1758,9.375,5.6,122.0,5.0,732.0,543.0,35.25,104.0,72.0,44,12,18,3,4,13,Severe Loss
12.25,1628,19.41,16.9708,110.26,3.53,31.9,190.2024,46.31,33.38,68.0,32,6,4,3,4,6,Severe Loss
12.25,1700,6.198,7.8562,98.16,1.56,1145.5,501.923,48.62,95.99,68.0,40,7,11,3,5,7,Severe Loss
12.25,1715,9.24,8.7116,105.83,1.6,1183.9,510.0364,53.06,97.31,68.0,40,7,11,3,5,7,Severe Loss
12.25,1717,9.414000000000001,10.020999999999999,86.49,3.35,1220.9,515.1315000000001,49.51,98.13,68.0,40,7,11,3,5,7,Severe Loss
12.25,1624,3.948,16.973000000000003,78.83,3.92,536.5,377.7631,77.52,72.79,68.0,40,6,9,2,3,7,Severe Loss
12.25,1649,5.652,9.409400000000002,90.63,3.04,1133.9,491.35620000000006,47.38,95.75,68.0,40,6,9,2,3,7,Severe Loss
12.25,1628,19.41,16.9708,110.26,3.53,31.9,190.2024,46.31,33.38,68.0,32,6,4,3,4,6,Severe Loss
12.25,1648,4.494,3.201,91.99,3.41,1133.7,500.2874,47.29,94.79,68.0,40,6,9,2,3,7,Severe Loss
12.25,1668,5.045999999999999,7.255599999999999,107.08,1.5,1100.55,491.35620000000006,47.56,95.87,68.0,40,7,11,3,5,7,Severe Loss
12.25,1624,3.948,16.973000000000003,78.83,3.92,536.5,377.7631,77.52,72.79,68.0,40,6,9,2,3,7,Severe Loss
6.125,3388,4.545454545454546,9.2,32.0,4.0,1873.0,204.0,54.76,46.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1594,7.686,4.077,75.0,2.8,1561.4,605.7429,42.3,109.88,68.0,32,6,4,2,3,6,Severe Loss
12.25,1658,3.846,8.1642,105.51,1.77,1107.8,491.35620000000006,47.53,94.19,68.0,40,7,11,3,5,7,Severe Loss
6.125,3407,9.67741935483871,9.9,40.0,4.2,1947.0,210.0,43.47,47.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3390,4.6875,9.5,32.0,4.0,1861.0,208.0,54.19,46.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1638,2.496,13.5762,93.57,3.49,854.05,414.74690000000004,74.44,79.19,68.0,40,6,9,2,3,7,Severe Loss
6.125,3425,4.580152671755726,6.9,39.0,4.3,1823.0,215.0,55.47,48.0,75.0,43,16,17,3,4,12,Severe Loss
12.25,1715,9.24,8.7116,105.83,1.6,1183.9,510.0364,53.06,97.31,68.0,40,7,11,3,5,7,Severe Loss
12.25,1691,5.712000000000001,8.4524,88.24,1.91,1178.8500000000001,499.2813,53.01,94.85,68.0,40,7,11,3,5,7,Severe Loss
12.25,1713,4.8660000000000005,5.5024,101.02,1.2,1195.55,515.6133,51.63,97.43,68.0,40,7,11,3,5,7,Severe Loss
12.25,1713,4.8660000000000005,5.5024,101.02,1.2,1195.55,515.6133,51.63,97.43,68.0,40,7,11,3,5,7,Severe Loss
12.25,1681,5.382,9.526,108.43,1.48,807.6500000000001,396.255,52.01,76.79,68.0,40,7,11,3,5,7,Severe Loss
12.25,1758,9.375,5.6,122.0,5.0,732.0,543.0,35.25,104.0,72.0,44,12,18,3,4,13,Severe Loss
12.25,1700,6.198,7.8562,98.16,1.56,1145.5,501.923,48.62,95.99,68.0,40,7,11,3,5,7,Severe Loss
12.25,1639,3.36,9.110199999999999,102.97,2.12,849.7,430.5971,60.86,86.66,68.0,40,6,9,2,3,7,Severe Loss
6.125,3424,5.9405940594059405,4.5,40.0,4.1,1802.0,216.0,56.15,48.0,75.0,43,16,17,3,4,12,Severe Loss
6.125,3390,4.6875,9.5,32.0,4.0,1861.0,208.0,54.19,46.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1628,19.41,16.9708,110.26,3.53,31.9,190.2024,46.31,33.38,68.0,32,6,4,3,4,6,Severe Loss
17.5,1506,4.411764705882353,29.4,107.0,5.3,1314.0,205.0,24.55,35.0,75.0,36,17,17,10,12,18,Severe Loss
6.125,3404,2.857142857142857,7.2,40.0,4.0,1836.0,214.0,65.23,48.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1753,19.35483870967742,4.0,124.0,4.2,707.0,555.0,35.22,106.0,72.0,44,12,18,3,4,13,Severe Loss
6.125,3425,4.580152671755726,6.9,39.0,4.3,1823.0,215.0,55.47,48.0,75.0,43,16,17,3,4,12,Severe Loss
6.125,3389,5.714285714285714,7.1,33.0,3.9,1852.0,205.0,54.59,46.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3399,4.166666666666667,8.5,43.0,4.0,1888.0,213.0,63.59,47.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3385,6.382978723404255,8.6,31.0,4.1,1853.0,201.0,54.92,45.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3413,3.614457831325301,0.3,39.0,4.1,1837.0,215.0,49.64,48.0,75.0,43,16,17,3,4,12,Severe Loss
12.25,1693,3.84,7.9314,90.12,1.69,1164.05,501.5384,48.59,95.87,68.0,40,7,11,3,5,7,Severe Loss
6.125,3385,6.382978723404255,8.6,31.0,4.1,1853.0,201.0,54.92,45.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1698,3.7800000000000002,8.972,96.03,1.72,1151.3,505.3137,49.41,97.36,68.0,40,7,11,3,5,7,Severe Loss
12.25,1608,6.936,3.1746,52.03,1.49,210.95,235.11130000000003,67.78,56.15,68.0,40,6,9,2,3,7,Severe Loss
12.25,1751,16.216216216216214,5.1,125.0,4.3,710.0,554.0,35.17,106.0,72.0,44,12,18,3,4,13,Severe Loss
6.125,3353,3.4285714285714284,11.8,40.0,3.9,1739.0,203.0,24.66,45.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1657,4.008,7.5278,110.56,1.88,1100.95,491.421,47.11,94.12,68.0,40,7,11,3,5,7,Severe Loss
6.125,3390,4.6875,9.5,32.0,4.0,1861.0,208.0,54.19,46.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1664,2.616,8.1004,105.12,1.57,906.25,446.44730000000004,46.99,86.66,68.0,40,7,11,3,5,7,Severe Loss
6.125,3355,2.9126213592233006,12.4,39.0,3.9,1807.0,203.0,24.98,45.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3414,2.5641025641025643,13.3,21.0,2.2,1782.0,216.0,52.18,48.0,75.0,43,16,17,3,4,12,Severe Loss
6.125,3382,6.741573033707865,7.7,29.0,4.3,1899.0,199.0,51.69,44.0,75.0,44,16,18,3,4,12,Severe Loss
6.125,3389,5.714285714285714,7.1,33.0,3.9,1852.0,205.0,54.59,46.0,75.0,44,16,18,3,4,12,Severe Loss
12.25,1614,2.526,18.1742,79.88,3.79,548.1,356.62950000000006,54.33,69.33,68.0,40,6,9,2,3,7,Severe Loss
12.25,1603,2.292,13.7742,105.46,3.02,217.5,272.0951,72.05,50.39,68.0,40,6,9,2,3,7,Severe Loss
12.25,1722,7.59,9.2004,102.16,1.9,1213.6499999999999,515.1315000000001,49.82,98.04,68.0,40,7,11,3,5,7,Severe Loss
